Date, Open, High, Low,Close
11/22/2021,7223.57,7272.63,7207.81,7255.46
11/19/2021,7255.96,7289.51,7198.76,7223.57
11/18/2021,7291.2,7291.26,7241.99,7255.96
11/17/2021,7326.97,7326.97,7289.98,7291.2
11/16/2021,7351.86,7368.25,7324.13,7326.97
11/15/2021,7347.91,7363.48,7324.11,7351.86
11/12/2021,7384.18,7402.68,7340.49,7347.91
11/11/2021,7340.15,7394.41,7329.68,7384.18
11/10/2021,7274.04,7340.15,7270.11,7340.15
11/9/2021,7300.4,7314.13,7268.79,7274.04
11/8/2021,7303.96,7316.54,7293.5,7300.4
11/5/2021,7279.91,7331.25,7270.03,7303.96
11/4/2021,7248.89,7292.96,7247.59,7279.91
11/3/2021,7274.81,7277.64,7235.32,7248.89
11/2/2021,7288.62,7288.62,7240.02,7274.81
11/1/2021,7237.57,7303.39,7237.57,7288.62
10/29/2021,7249.47,7249.47,7192.05,7237.57
10/28/2021,7253.27,7257.85,7219.71,7249.47
10/27/2021,7277.62,7280.45,7247.25,7253.27
10/26/2021,7222.82,7281.17,7222.82,7277.62
10/25/2021,7204.55,7247.53,7204.55,7222.82
10/22/2021,7190.3,7235.19,7190.3,7204.55
10/21/2021,7223.1,7227.06,7181.7,7190.3
10/20/2021,7217.53,7229.26,7199.29,7223.1
10/19/2021,7203.83,7223.29,7189.5,7217.53
10/18/2021,7234.03,7234.03,7180.2,7203.83
10/15/2021,7207.71,7243.85,7206.26,7234.03
10/14/2021,7141.82,7216.15,7141.82,7207.71
10/13/2021,7130.23,7152.87,7087.93,7141.82
10/12/2021,7146.85,7146.85,7063.43,7130.23
10/11/2021,7095.55,7146.85,7085.85,7146.85
10/8/2021,7078.04,7109.34,7070.53,7095.55
10/7/2021,6995.87,7094.93,6995.87,7078.04
10/6/2021,7077.1,7077.1,6945.5,6995.87
10/5/2021,7011.01,7084.52,7011.01,7077.1
10/4/2021,7027.07,7072.48,7002.72,7011.01
10/1/2021,7086.42,7086.42,6989.64,7027.07
9/30/2021,7108.16,7159.61,7072.57,7086.42
9/29/2021,7028.1,7117.52,7026.85,7108.16
9/28/2021,7063.4,7071.36,7015.58,7028.1
9/27/2021,7051.48,7122.09,7043.21,7063.4
9/24/2021,7078.35,7080.23,7041.34,7051.48
9/23/2021,7083.37,7131.43,7070.68,7078.35
9/22/2021,6980.98,7090.48,6980.98,7083.37
9/21/2021,6903.91,7004.88,6903.91,6980.98
9/20/2021,6963.64,6963.64,6828.28,6903.91
9/17/2021,7027.48,7092.69,6941.69,6963.64
9/16/2021,7016.49,7058.99,7016.32,7027.48
9/15/2021,7034.06,7047.27,7016.49,7016.49
9/14/2021,7068.43,7068.45,7020.1,7034.06
9/13/2021,7029.2,7090.81,7029.2,7068.43
9/10/2021,7024.21,7055.22,7014.42,7029.2
9/9/2021,7095.53,7095.53,6998.62,7024.21
9/8/2021,7149.37,7149.37,7061.13,7095.53
9/7/2021,7187.18,7187.18,7147.94,7149.37
9/6/2021,7138.35,7195.62,7138.35,7187.18
9/3/2021,7163.9,7182.23,7123.87,7138.35
9/2/2021,7149.84,7168.78,7129.71,7163.9
9/1/2021,7119.7,7187.34,7119.7,7149.84
8/31/2021,7148.01,7160.49,7092.03,7119.7
8/27/2021,7124.98,7157.6,7108.53,7148.01
8/26/2021,7150.12,7150.12,7095.43,7124.98
8/25/2021,7125.78,7151.75,7121.29,7150.12
8/24/2021,7109.02,7129.66,7076.06,7125.78
8/23/2021,7087.9,7147.8,7087.9,7109.02
8/20/2021,7058.86,7095.61,7032.45,7087.9
8/19/2021,7169.32,7169.32,6993.06,7058.86
8/18/2021,7181.11,7198.79,7143.55,7169.32
8/17/2021,7153.98,7188.55,7118.67,7181.11
8/16/2021,7218.71,7218.71,7117.78,7153.98
8/13/2021,7193.23,7224.46,7193.13,7218.71
8/12/2021,7220.14,7220.7,7182.92,7193.23
8/11/2021,7161.04,7220.14,7157.74,7220.14
8/10/2021,7132.3,7166.67,7115.87,7161.04
8/9/2021,7122.95,7138.8,7089.74,7132.3
8/6/2021,7120.43,7135.39,7103.71,7122.95
8/5/2021,7123.86,7130.35,7099.03,7120.43
8/4/2021,7105.72,7142.54,7105.72,7123.86
8/3/2021,7081.72,7119.19,7074.32,7105.72
8/2/2021,7032.3,7111.66,7032.3,7081.72
7/30/2021,7078.42,7078.42,6996.93,7032.3
7/29/2021,7016.63,7093.93,7008.65,7078.42
7/28/2021,6996.08,7023.35,6974.8,7016.63
7/27/2021,7025.43,7028.37,6929.64,6996.08
7/26/2021,7027.58,7038.65,6980.67,7025.43
7/23/2021,6968.3,7033.27,6968.3,7027.58
7/22/2021,6998.28,7018.95,6956.24,6968.3
7/21/2021,6881.13,7007.75,6881.13,6998.28
7/20/2021,6844.39,6929.89,6827.26,6881.13
7/19/2021,7008.09,7008.09,6813.03,6844.39
7/16/2021,7012.02,7056.73,6978.06,7008.09
7/15/2021,7091.19,7111.77,7005.02,7012.02
7/14/2021,7124.72,7124.72,7073.59,7091.19
7/13/2021,7125.42,7152.44,7116.26,7124.72
7/12/2021,7121.88,7134.87,7066.2,7125.42
7/9/2021,7030.66,7121.88,7030.22,7121.88
7/8/2021,7151.02,7151.02,6981.57,7030.66
7/7/2021,7100.88,7153.68,7100.88,7151.02
7/6/2021,7164.91,7170.6,7075.73,7100.88
7/5/2021,7123.27,7168.03,7111.51,7164.91
7/2/2021,7125.16,7162.16,7110.3,7123.27
7/1/2021,7037.47,7134.21,7037.47,7125.16
6/30/2021,7087.55,7100.71,7010.57,7037.47
6/29/2021,7072.97,7120.77,7071.86,7087.55
6/28/2021,7136.07,7136.22,7071.95,7072.97
6/25/2021,7109.97,7139.08,7109.79,7136.07
6/24/2021,7074.06,7119.41,7070.9,7109.97
6/23/2021,7090.01,7129.4,7074.06,7074.06
6/22/2021,7062.29,7098.67,7061.13,7090.01
6/21/2021,7017.47,7065.05,6948.63,7062.29
6/18/2021,7153.43,7154.63,7008.74,7017.47
6/17/2021,7184.95,7184.95,7132.96,7153.43
6/16/2021,7172.48,7217.54,7169.21,7184.95
6/15/2021,7146.68,7189.63,7142.71,7172.48
6/14/2021,7134.06,7188.26,7131.79,7146.68
6/11/2021,7088.18,7140.7,7088.18,7134.06
6/10/2021,7081.01,7117.74,7080.02,7088.18
6/9/2021,7095.09,7095.72,7046.02,7081.01
6/8/2021,7077.22,7120.73,7074.94,7095.09
6/7/2021,7069.04,7098.31,7042.19,7077.22
6/4/2021,7064.35,7071.81,7039.74,7069.04
6/3/2021,7108,7108.04,7013.85,7064.35
6/2/2021,7080.46,7122.54,7074.06,7108
6/1/2021,7022.61,7118.03,7022.61,7080.46
5/28/2021,7019.67,7054.91,7019.58,7022.61
5/27/2021,7026.93,7044.01,7008.53,7019.67
5/26/2021,7029.79,7050.88,6998.19,7026.93
5/25/2021,7051.59,7067.6,7029.79,7029.79
5/24/2021,7018.05,7054.63,7013.51,7051.59
5/21/2021,7019.79,7028.17,6973.31,7018.05
5/20/2021,6950.2,7019.79,6926.85,7019.79
5/19/2021,7034.24,7034.24,6897.06,6950.2
5/18/2021,7032.85,7102.57,7030.37,7034.24
5/17/2021,7043.61,7066.76,6989.11,7032.85
5/14/2021,6963.33,7048.67,6963.33,7043.61
5/13/2021,7004.63,7004.63,6823.6,6963.33
5/12/2021,6947.99,7028.1,6945.33,7004.63
5/11/2021,7123.68,7123.68,6912.36,6947.99
5/10/2021,7129.71,7164.18,7104.4,7123.68
5/7/2021,7076.17,7143.46,7076.17,7129.71
5/6/2021,7039.3,7076.17,7026.75,7076.17
5/5/2021,6923.17,7047.75,6923.17,7039.3
5/4/2021,6969.81,7034.26,6912.28,6923.17
4/30/2021,6961.48,7009.47,6946.04,6969.81
4/29/2021,6963.67,7019.76,6953.87,6961.48
4/28/2021,6944.97,6986.7,6944.06,6963.67
4/27/2021,6963.12,6975.07,6929.77,6944.97
4/26/2021,6938.56,6971.52,6913.39,6963.12
4/23/2021,6938.24,6938.56,6891.75,6938.56
4/22/2021,6895.29,6941.11,6889.32,6938.24
4/21/2021,6859.87,6914.88,6859.61,6895.29
4/20/2021,7000.08,7001.27,6857.07,6859.87
4/19/2021,7019.53,7040.26,6979.23,7000.08
4/16/2021,6983.5,7037.65,6983.5,7019.53
4/15/2021,6939.58,6994.9,6939.26,6983.5
4/14/2021,6890.49,6942.33,6880.67,6939.58
4/13/2021,6889.12,6895.13,6859.72,6890.49
4/12/2021,6915.75,6916.08,6853.75,6889.12
4/9/2021,6942.22,6949.56,6906.37,6915.75
4/8/2021,6885.32,6942.22,6884.79,6942.22
4/7/2021,6823.55,6898.38,6823.55,6885.32
4/6/2021,6737.3,6843.73,6737.3,6823.55
4/5/2021,6713.63,6766.52,6713.63,6737.3
4/2/2021,6713.63,6766.52,6713.63,6737.3
4/1/2021,6713.63,6766.52,6713.63,6737.3
3/31/2021,6772.12,6775.67,6713.63,6713.63
3/30/2021,6736.17,6792.23,6729.46,6772.12
3/29/2021,6740.59,6758.78,6705.42,6736.17
3/26/2021,6674.83,6742.14,6674.83,6740.59
3/25/2021,6712.89,6729.92,6618.61,6674.83
3/24/2021,6699.19,6722.61,6649.37,6712.89
3/23/2021,6726.1,6726.1,6664.76,6699.19
3/22/2021,6708.71,6732.67,6650.96,6726.1
3/19/2021,6779.68,6779.68,6664.56,6708.71
3/18/2021,6762.67,6791.76,6740.53,6779.68
3/17/2021,6803.61,6805.73,6753.82,6762.67
3/16/2021,6749.7,6812.78,6749.64,6803.61
3/15/2021,6761.47,6804.91,6723.67,6749.7
3/12/2021,6736.96,6766.44,6709,6761.47
3/11/2021,6725.6,6755.32,6699.34,6736.96
3/10/2021,6730.34,6740.77,6677.02,6725.6
3/9/2021,6719.13,6786.8,6689.9,6730.34
3/8/2021,6630.52,6726.4,6612.74,6719.13
3/5/2021,6650.88,6710.8,6560.79,6630.52
3/4/2021,6675.47,6675.47,6581.19,6650.88
3/3/2021,6613.75,6705.3,6613.75,6675.47
3/2/2021,6588.53,6660.82,6560.91,6613.75
3/1/2021,6483.43,6612.74,6483.43,6588.53
2/26/2021,6651.96,6651.96,6465.57,6483.43
2/25/2021,6658.97,6702.88,6644.68,6651.96
2/24/2021,6625.94,6669.86,6572.28,6658.97
2/23/2021,6612.24,6675.42,6555.88,6625.94
2/22/2021,6624.02,6624.71,6545.93,6612.24
2/19/2021,6617.15,6646.16,6600.59,6624.02
2/18/2021,6710.9,6721.76,6591.43,6617.15
2/17/2021,6748.86,6760.29,6701.59,6710.9
2/16/2021,6756.11,6799.92,6736.85,6748.86
2/15/2021,6589.79,6775.37,6589.79,6756.11
2/12/2021,6528.72,6589.79,6485.13,6589.79
2/11/2021,6524.36,6554.15,6514.92,6528.72
2/10/2021,6531.56,6577,6481.02,6524.36
2/9/2021,6523.53,6540.97,6501.02,6531.56
2/8/2021,6489.33,6567.7,6489.33,6523.53
2/5/2021,6503.72,6518.65,6457.6,6489.33
2/4/2021,6507.82,6553.37,6478.15,6503.72
2/3/2021,6516.65,6573.1,6489.51,6507.82
2/2/2021,6466.42,6523.51,6466.42,6516.65
2/1/2021,6407.46,6495.56,6407.46,6466.42
1/29/2021,6526.15,6526.15,6397.24,6407.46
1/28/2021,6567.37,6567.37,6439.55,6526.15
1/27/2021,6654.01,6661.31,6505.84,6567.37
1/26/2021,6638.85,6702.35,6636.34,6654.01
1/25/2021,6695.07,6714.61,6610.26,6638.85
1/22/2021,6715.42,6715.66,6651.71,6695.07
1/21/2021,6740.39,6776.92,6715.42,6715.42
1/20/2021,6712.95,6751.81,6697.46,6740.39
1/19/2021,6720.65,6770.66,6697.67,6712.95
1/18/2021,6735.71,6741.47,6709.33,6720.65
1/15/2021,6801.96,6802.05,6676.55,6735.71
1/14/2021,6745.52,6801.96,6736.78,6801.96
1/13/2021,6754.11,6772.57,6736.01,6745.52
1/12/2021,6798.48,6816.65,6738.21,6754.11
1/11/2021,6873.26,6873.26,6768.72,6798.48
1/8/2021,6856.96,6886.34,6836.08,6873.26
1/7/2021,6841.86,6903.61,6795.11,6856.96
1/6/2021,6612.25,6859.14,6611.87,6841.86
1/5/2021,6571.88,6622.77,6544.25,6612.25
1/4/2021,6460.52,6662.66,6460.52,6571.88
12/31/2020,6555.82,6555.82,6439.41,6460.52
12/30/2020,6602.65,6622.98,6552.46,6555.82
12/29/2020,6502.11,6676.6,6502.11,6602.65
12/24/2020,6495.75,6530.28,6479.59,6502.11
12/23/2020,6453.16,6497.28,6431.21,6495.75
12/22/2020,6416.32,6457.47,6382.61,6453.16
12/21/2020,6529.18,6529.18,6315.34,6416.32
12/18/2020,6551.06,6604.54,6518.25,6529.18
12/17/2020,6570.91,6601.63,6551.06,6551.06
12/16/2020,6513.32,6598.42,6513.32,6570.91
12/15/2020,6531.83,6558.24,6484.04,6513.32
12/14/2020,6546.75,6583.7,6524.7,6531.83
12/11/2020,6599.76,6607.44,6520.54,6546.75
12/10/2020,6564.29,6640.74,6561.11,6599.76
12/9/2020,6558.82,6623.03,6558.82,6564.29
12/8/2020,6555.39,6567.59,6518.37,6558.82
12/7/2020,6550.23,6601.11,6519.82,6555.39
12/4/2020,6490.27,6559.18,6489.75,6550.23
12/3/2020,6463.39,6491.49,6430.27,6490.27
12/2/2020,6384.73,6468.64,6367.51,6463.39
12/1/2020,6266.19,6400.24,6263.6,6384.73
11/30/2020,6367.58,6404.02,6266.19,6266.19
11/27/2020,6362.93,6375.91,6302.22,6367.58
11/26/2020,6391.09,6412.65,6349.53,6362.93
11/25/2020,6432.17,6468.73,6375.25,6391.09
11/24/2020,6333.84,6432.42,6333.72,6432.17
11/23/2020,6351.45,6392.08,6325.24,6333.84
11/20/2020,6334.35,6386.7,6324.6,6351.45
11/19/2020,6385.24,6385.24,6314.26,6334.35
11/18/2020,6365.33,6395.91,6326.74,6385.24
11/17/2020,6421.29,6424.53,6308.99,6365.33
11/16/2020,6316.39,6463.51,6316.39,6421.29
11/13/2020,6338.94,6338.97,6280.4,6316.39
11/12/2020,6382.1,6382.1,6295.79,6338.94
11/11/2020,6296.85,6397.28,6293.21,6382.1
11/10/2020,6186.29,6307,6180.47,6296.85
11/9/2020,5910.02,6258.31,5910.02,6186.29
11/6/2020,5906.18,5950.22,5858.48,5910.02
11/5/2020,5883.26,5933.05,5881.87,5906.18
11/4/2020,5786.77,5885.67,5711.21,5883.26
11/3/2020,5654.97,5787.61,5654.97,5786.77
11/2/2020,5577.27,5665.3,5554.73,5654.97
10/30/2020,5581.75,5593.4,5534.08,5577.27
10/29/2020,5582.8,5616.58,5534.66,5581.75
10/28/2020,5728.99,5728.99,5525.52,5582.8
10/27/2020,5792.01,5806.23,5728.18,5728.99
10/26/2020,5860.28,5868.36,5782.37,5792.01
10/23/2020,5785.65,5885.38,5781.78,5860.28
10/22/2020,5776.5,5796.44,5716.4,5785.65
10/21/2020,5889.22,5903.38,5769.62,5776.5
10/20/2020,5884.65,5915.47,5861.81,5889.22
10/19/2020,5919.58,5959.67,5871.95,5884.65
10/16/2020,5832.52,5933.81,5832.52,5919.58
10/15/2020,5935.06,5935.06,5786.2,5832.52
10/14/2020,5969.71,6009.81,5926.49,5935.06
10/13/2020,6001.38,6008.04,5949.97,5969.71
10/12/2020,6016.65,6037.08,5995.11,6001.38
10/9/2020,5978.03,6040.47,5978.03,6016.65
10/8/2020,5946.25,6004.15,5929.41,5978.03
10/7/2020,5949.94,5977.15,5929.16,5946.25
10/6/2020,5942.94,5971.48,5903.4,5949.94
10/5/2020,5902.12,5974.22,5902.12,5942.94
10/2/2020,5879.45,5902.12,5809.61,5902.12
10/1/2020,5866.1,5925.77,5849.82,5879.45
9/30/2020,5897.5,5931.37,5854.46,5866.1
9/29/2020,5927.93,5927.93,5862.93,5897.5
9/28/2020,5842.67,5954.42,5842.67,5927.93
9/25/2020,5822.78,5843.72,5771.49,5842.67
9/24/2020,5899.26,5899.26,5805.28,5822.78
9/23/2020,5829.46,5974.88,5829.46,5899.26
9/22/2020,5804.29,5871.28,5794.54,5829.46
9/21/2020,6007.05,6007.05,5779.24,5804.29
9/18/2020,6049.92,6055.24,6006.28,6007.05
9/17/2020,6078.48,6078.48,5998.69,6049.92
9/16/2020,6105.54,6119.24,6057.63,6078.48
9/15/2020,6026.25,6123.69,6026.17,6105.54
9/14/2020,6032.09,6080.02,6011.83,6026.25
9/11/2020,6003.32,6057.69,5992.93,6032.09
9/10/2020,6012.84,6028.76,5950.62,6003.32
9/9/2020,5930.3,6031.25,5923.43,6012.84
9/8/2020,5937.4,5985.26,5868.87,5930.3
9/7/2020,5799.08,5946.93,5798.47,5937.4
9/4/2020,5850.86,5904.16,5778.4,5799.08
9/3/2020,5940.95,5996.24,5838.02,5850.86
9/2/2020,5862.05,5974.7,5862.05,5940.95
9/1/2020,5963.57,5972.52,5824.04,5862.05
8/28/2020,5999.99,6033.04,5962.46,5963.57
8/27/2020,6045.6,6062.52,5999.99,5999.99
8/26/2020,6037.01,6050.81,5992.22,6045.6
8/25/2020,6104.73,6173.48,6032.1,6037.01
8/24/2020,6001.89,6119.8,6001.89,6104.73
8/21/2020,6013.34,6036.51,5948.8,6001.89
8/20/2020,6111.98,6111.98,6009.61,6013.34
8/19/2020,6076.62,6114.83,6045,6111.98
8/18/2020,6127.44,6162.66,6062.58,6076.62
8/17/2020,6090.04,6140.19,6061.46,6127.44
8/14/2020,6185.62,6185.62,6036.13,6090.04
8/13/2020,6280.12,6280.12,6185.62,6185.62
8/12/2020,6154.34,6297.2,6151.64,6280.12
8/11/2020,6050.59,6206,6050.59,6154.34
8/10/2020,6032.18,6099.48,6028.49,6050.59
8/7/2020,6026.94,6046.02,5996.73,6032.18
8/6/2020,6104.72,6104.72,5980.44,6026.94
8/5/2020,6036,6111.5,6036,6104.72
8/4/2020,6032.85,6056.47,5986.77,6036
8/3/2020,5897.76,6038.76,5857.06,6032.85
7/31/2020,5989.99,6046.33,5897.76,5897.76
7/30/2020,6131.46,6145.83,5924.7,5989.99
7/29/2020,6129.26,6155.06,6116.72,6131.46
7/28/2020,6104.88,6149.86,6083.65,6129.26
7/27/2020,6123.82,6127.62,6086.64,6104.88
7/24/2020,6211.44,6211.44,6099.06,6123.82
7/23/2020,6207.1,6273.63,6202.9,6211.44
7/22/2020,6269.73,6270.96,6197.45,6207.1
7/21/2020,6261.52,6315.68,6253.9,6269.73
7/20/2020,6290.3,6297.64,6222.15,6261.52
7/17/2020,6250.69,6293.68,6230.01,6290.3
7/16/2020,6292.65,6296.78,6227.33,6250.69
7/15/2020,6179.75,6323.55,6179.75,6292.65
7/14/2020,6176.19,6179.75,6093.23,6179.75
7/13/2020,6095.41,6187.33,6095.41,6176.19
7/10/2020,6049.62,6108.2,6003.19,6095.41
7/9/2020,6156.16,6176.84,6040.26,6049.62
7/8/2020,6189.9,6208.43,6144.52,6156.16
7/7/2020,6285.94,6285.94,6179.97,6189.9
7/6/2020,6157.3,6304.19,6157.3,6285.94
7/3/2020,6240.36,6262.71,6137.09,6157.3
7/2/2020,6157.96,6258.6,6157.96,6240.36
7/1/2020,6169.74,6201.95,6084.48,6157.96
6/30/2020,6225.77,6237.51,6146.98,6169.74
6/29/2020,6159.3,6251.96,6122.95,6225.77
6/26/2020,6147.14,6262.13,6147.14,6159.3
6/25/2020,6123.69,6162.44,6029.25,6147.14
6/24/2020,6320.12,6320.12,6123.69,6123.69
6/23/2020,6244.62,6342.19,6244.62,6320.12
6/22/2020,6292.6,6309.04,6225.53,6244.62
6/19/2020,6224.07,6319.81,6224.07,6292.6
6/18/2020,6253.25,6284.96,6184.88,6224.07
6/17/2020,6242.79,6309.74,6233.24,6253.25
6/16/2020,6064.7,6299.02,6064.7,6242.79
6/15/2020,6105.18,6105.18,5952.44,6064.7
6/12/2020,6076.7,6184.29,5993.2,6105.18
6/11/2020,6329.13,6329.13,6076.7,6076.7
6/10/2020,6335.72,6387.35,6293.83,6329.13
6/9/2020,6472.59,6475.01,6325.07,6335.72
6/8/2020,6484.3,6511.84,6423.06,6472.59
6/5/2020,6341.44,6489.99,6341.44,6484.3
6/4/2020,6382.41,6402.57,6314.59,6341.44
6/3/2020,6220.14,6394.7,6220.14,6382.41
6/2/2020,6166.42,6238.25,6165.05,6220.14
6/1/2020,6076.6,6179.34,6076.6,6166.42
5/29/2020,6218.79,6218.79,6060.16,6076.6
5/28/2020,6144.25,6234.04,6144.25,6218.79
5/27/2020,6067.76,6167.96,6067.76,6144.25
5/26/2020,5993.28,6130.12,5993.28,6067.76
5/22/2020,6015.25,6015.25,5888.58,5993.28
5/21/2020,6067.16,6093.74,6004.1,6015.25
5/20/2020,6002.23,6074.46,5961.56,6067.16
5/19/2020,6048.59,6111.96,5965.1,6002.23
5/18/2020,5799.77,6058.17,5799.61,6048.59
5/15/2020,5741.54,5837.88,5741.54,5799.77
5/14/2020,5904.05,5904.05,5661.14,5741.54
5/13/2020,5994.77,5994.77,5893.35,5904.05
5/12/2020,5939.73,6012.98,5911.37,5994.77
5/11/2020,5935.98,5999.13,5898.32,5939.73
5/7/2020,5853.76,5941.86,5853.6,5935.98
5/6/2020,5849.42,5897.44,5839.57,5853.76
5/5/2020,5753.78,5869.45,5753.78,5849.42
5/4/2020,5763.06,5792.85,5702.03,5753.78
5/1/2020,5901.21,5901.21,5746.06,5763.06
4/30/2020,6115.25,6151.58,5897.91,5901.21
4/29/2020,5958.5,6129.6,5950.83,6115.25
4/28/2020,5846.79,5977.76,5835.92,5958.5
4/27/2020,5752.23,5855.61,5752.23,5846.79
4/24/2020,5826.61,5827.24,5728.8,5752.23
4/23/2020,5770.63,5843.61,5735.93,5826.61
4/22/2020,5641.03,5777.06,5641.03,5770.63
4/21/2020,5812.83,5812.83,5641.03,5641.03
4/20/2020,5786.96,5823.93,5707.73,5812.83
4/17/2020,5628.43,5839.33,5628.43,5786.96
4/16/2020,5597.65,5657.63,5577.78,5628.43
4/15/2020,5791.31,5791.71,5576.35,5597.65
4/14/2020,5842.66,5894.71,5778.98,5791.31
4/13/2020,5842.66,5842.66,5842.66,5842.66
4/10/2020,5842.66,5842.66,5842.66,5842.66
4/9/2020,5677.73,5842.66,5677.68,5842.66
4/8/2020,5704.45,5704.45,5589.73,5677.73
4/7/2020,5582.39,5780.21,5582.39,5704.45
4/6/2020,5415.5,5590.58,5415.5,5582.39
4/3/2020,5480.22,5486.29,5396.66,5415.5
4/2/2020,5454.57,5552.36,5395.07,5480.22
4/1/2020,5671.96,5671.96,5414.72,5454.57
3/31/2020,5563.74,5702.66,5545.85,5671.96
3/30/2020,5510.33,5567.2,5351.84,5563.74
3/27/2020,5815.73,5815.73,5407.06,5510.33
3/26/2020,5688.2,5815.73,5503.35,5815.73
3/25/2020,5446.01,5741.42,5400.47,5688.2
3/24/2020,4993.89,5446.01,4993.89,5446.01
3/23/2020,5190.78,5194.83,4922.76,4993.89
3/20/2020,5151.61,5419.3,5151.61,5190.78
3/19/2020,5080.58,5181.04,4942.37,5151.61
3/18/2020,5294.9,5294.9,5006.2,5080.58
3/17/2020,5151.08,5308.95,4978.84,5294.9
3/16/2020,5366.11,5366.11,4898.79,5151.08
3/13/2020,5237.48,5696.48,5237.48,5366.11
3/12/2020,5876.52,5876.52,5237.48,5237.48
3/11/2020,5960.23,6088.5,5860.75,5876.52
3/10/2020,5965.77,6231.06,5927.85,5960.23
3/9/2020,6462.55,6462.55,5891.56,5965.77
3/6/2020,6705.43,6705.43,6431.44,6462.55
3/5/2020,6815.59,6834.12,6662.61,6705.43
3/4/2020,6718.2,6856.27,6700.23,6815.59
3/3/2020,6654.89,6846.28,6654.89,6718.2
3/2/2020,6580.61,6775.18,6496.01,6654.89
2/28/2020,6796.4,6796.4,6460.08,6580.61
2/27/2020,7042.47,7042.47,6729.99,6796.4
2/26/2020,7017.88,7044.66,6871.85,7042.47
2/25/2020,7156.83,7198.23,7004.94,7017.88
2/24/2020,7403.92,7403.92,7114.45,7156.83
2/21/2020,7436.64,7436.7,7370.63,7403.92
2/20/2020,7457.02,7480.49,7436.64,7436.64
2/19/2020,7382.01,7462.01,7382.01,7457.02
2/18/2020,7433.25,7433.25,7353.41,7382.01
2/17/2020,7409.13,7449.95,7409.13,7433.25
2/14/2020,7452.03,7472.85,7403.69,7409.13
2/13/2020,7534.37,7534.37,7406.94,7452.03
2/12/2020,7499.44,7547.65,7499.01,7534.37
2/11/2020,7446.88,7499.44,7499.44,7499.44
2/10/2020,7466.7,7466.7,7427.85,7446.88
2/7/2020,7504.79,7506.26,7441.14,7466.7
2/6/2020,7482.48,7533.57,7482.48,7504.79
2/5/2020,7439.82,7512.41,7408.45,7482.48
2/4/2020,7326.31,7442.08,7326.31,7439.82
2/3/2020,7286.01,7359.98,7285.16,7326.31
1/31/2020,7381.96,7398.34,7275.03,7286.01
1/30/2020,7483.57,7483.57,7357.62,7381.96
1/29/2020,7480.69,7514.73,7462.21,7483.57
1/28/2020,7412.05,7491.44,7410.37,7480.69
1/27/2020,7585.98,7585.98,7392.83,7412.05
1/24/2020,7507.67,7642.21,7507.59,7585.98
1/23/2020,7571.92,7572.13,7503.17,7507.67
1/22/2020,7610.7,7637.35,7563.52,7571.92
1/21/2020,7651.44,7651.44,7550.47,7610.7
1/20/2020,7674.56,7682.77,7639.62,7651.44
1/17/2020,7609.81,7689.67,7609.81,7674.56
1/16/2020,7642.8,7653.58,7595.31,7609.81
1/15/2020,7622.35,7642.8,7609.44,7642.8
1/14/2020,7617.6,7650.69,7588.81,7622.35
1/13/2020,7587.85,7635.77,7582.51,7617.6
1/10/2020,7598.12,7631.96,7585.07,7587.85
1/9/2020,7574.93,7627.76,7574.93,7598.12
1/8/2020,7573.85,7579.48,7524.96,7574.93
1/7/2020,7575.34,7604.59,7562.14,7573.85
1/6/2020,7622.4,7622.4,7528.08,7575.34
1/3/2020,7604.3,7626.41,7551,7622.4
1/2/2020,7542.44,7624.78,7542.44,7604.3
1/1/2020,7542.44,7587.41,7532.38,7542.44
12/31/2019,7587.05,7587.41,7532.38,7542.44
12/30/2019,7644.9,7644.9,7587.05,7587.05
12/27/2019,7632.24,7665.4,7622.46,7644.9
12/26/2019,7632.24,7632.24,7632.24,7632.24
12/25/2019,7632.24,7636.16,7608.22,7632.24
12/24/2019,7623.59,7636.16,7608.22,7632.24
12/23/2019,7582.48,7628.2,7559.63,7623.59
12/20/2019,7573.82,7599.52,7564.59,7582.48
12/19/2019,7540.75,7575.9,7526.1,7573.82
12/18/2019,7525.28,7557.05,7515.17,7540.75
12/17/2019,7519.05,7537.66,7497.15,7525.28
12/16/2019,7353.44,7552.65,7353.18,7519.05
12/13/2019,7273.47,7429.04,7223.42,7353.44
12/12/2019,7216.25,7307.36,7216.08,7273.47
12/11/2019,7213.76,7250.67,7195.49,7216.25
12/10/2019,7233.9,7234.4,7137.84,7213.76
12/9/2019,7239.66,7255.73,7217.8,7233.9
12/6/2019,7137.85,7241.5,7137.85,7239.66
12/5/2019,7188.5,7194.78,7131.16,7137.85
12/4/2019,7158.76,7190.04,7139.91,7188.5
12/3/2019,7285.94,7285.94,7134.93,7158.76
12/2/2019,7346.53,7400.27,7277.02,7285.94
11/29/2019,7416.43,7421.4,7346.53,7346.53
11/28/2019,7429.78,7429.78,7385.32,7416.43
11/27/2019,7403.14,7446,7400.38,7429.78
11/26/2019,7396.29,7421.3,7384.96,7403.14
11/25/2019,7326.81,7401.78,7326.81,7396.29
11/22/2019,7238.55,7343.26,7238.47,7326.81
11/21/2019,7262.49,7262.49,7197.33,7238.55
11/20/2019,7323.8,7323.8,7219.11,7262.49
11/19/2019,7307.7,7404.47,7307.7,7323.8
11/18/2019,7302.94,7335.36,7293.4,7307.7
11/15/2019,7292.76,7335.55,7243.15,7302.94
